鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
田中鎮,房地(土地+建物),彰化縣田中鎮南北街110巷1~30號,62.57,住,,,10305,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0880713,210.86,5,3,4,有,無,無,13000,62,,0.0,0
彰化市,房地(土地+建物),彰化縣彰化巿彰鹿路61~90號,99.0,住,,,10304,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0900723,160.1,0,0,0,無,無,無,15000,94,,0.0,0
