鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
芬園鄉,房地(土地+建物),彰化縣芬園鄉員草路一段326巷31~60號,81.14,,山坡地保育區,丙種建築用地,10304,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,0830824,162.15,3,2,3,有,無,2800000,17268,,0.0,0
彰化市,房地(土地+建物)+車位,彰化縣彰化巿民族路15巷1~30號,22.25,住,,,10303,土地1建物1車位1,二層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780130,100.25,3,2,2,有,有,4100000,40898,坡道平面,0.0,0
彰化市,土地,福竹段751~780地號,159.44,,鄉村區,乙種建築用地,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3600000,22579,,0.0,0
彰化市,房地(土地+建物)+車位,彰化縣彰化巿華山路273巷32弄1~30號,22.51,住,,,10303,土地1建物1車位1,二層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871231,128.79,3,2,2,有,有,5000000,38823,坡道平面,0.0,0
彰化市,土地,西勢子段西勢子小段61~90地號,122.5,住,,,10304,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3261000,26620,,0.0,0
和美鎮,土地,和厝段271~300地號,1654.05,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4962000,3000,,0.0,0
和美鎮,土地,和厝段241~270地號,1377.72,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4133000,3000,,0.0,0
和美鎮,土地,大霞段2161~2190地號,478.0,,特定農業區,甲種建築用地,10304,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9398000,19661,,0.0,0
彰化市,房地(土地+建物)+車位,彰化縣彰化巿金馬路二段511~540號,19.78,住,,,10304,土地2建物2車位1,十一層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850912,122.17,0,0,0,無,有,5000000,40927,升降機械,0.0,0
花壇鄉,房地(土地+建物),彰化縣花壇鄉彰員路二段901~930號,71.69,,鄉村區,乙種建築用地,10305,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,0841212,204.93,5,3,3,有,無,6080000,29669,,0.0,0
和美鎮,土地,和西段511~540地號,442.0,商,,,10304,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24000000,54299,,0.0,0
鹿港鎮,土地,鹿草段1501~1530地號,36.8,,鄉村區,乙種建築用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,333900,9073,,0.0,0
福興鄉,土地,外中段1201~1230地號,1740.0,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,2874,,0.0,0
鹿港鎮,土地,振興段211~240地號,2495.0,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6237500,2500,,0.0,0
鹿港鎮,土地,鹿福段331~360地號,1.14,住,,,10303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,51735,45382,,0.0,0
鹿港鎮,土地,鹿福段331~360地號,0.65,住,,,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,29385,0,,0.0,0
員林鎮,房地(土地+建物),彰化縣員林鎮惠來里南昌路136巷1~30號,27.06,商,,,10303,土地2建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731213,80.81,3,2,2,有,無,3280000,40589,,0.0,0
大村鄉,房地(土地+建物),彰化縣大村鄉新興巷1~30號,620.02,,特定農業區,農牧用地,10304,土地1建物1車位0,一層，二層,002,農舍,農舍,鋼筋混凝土造,1030311,120.19,1,1,2,有,無,4142000,,,0.0,0
