鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
太平區,房地(土地+建物),臺中市太平區宜昌路391~420號,29.1,住,,,10305,土地1建物1車位0,一層,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,0820915,57.27,0,0,0,無,無,有,15000,262,,0.0,0
霧峰區,房地(土地+建物),臺中市霧峰區柳豐五街1~30號,104.17,,鄉村區,乙種建築用地,10305,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0891009,145.26,5,2,5,有,無,無,25000,172,,0.0,0
太平區,房地(土地+建物),臺中市太平區中山路二段259巷21弄1~30號,91.94,,鄉村區,乙種建築用地,10305,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0680415,81.0,4,2,2,有,無,有,12000,148,,0.0,0
大里區,土地,大突寮段211~240地號,1005.57,,特定農業區,農牧用地,10305,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,60000,60,,0.0,0
大里區,土地,大突寮段211~240地號,1005.57,,特定農業區,農牧用地,10305,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,60000,60,,0.0,0
南屯區,房地(土地+建物),臺中市南屯區楓和路721~750號,77.0,住,,,10305,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0781206,158.58,5,2,4,有,無,無,22000,139,,0.0,0
大雅區,房地(土地+建物),臺中市大雅區民豐街109巷13弄1~30號,81.5,住,,,10305,土地2建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,0940216,144.21,4,3,3,有,無,有,15000,104,,0.0,0
大里區,房地(土地+建物),臺中市大里區新南路151~180號,106.0,住,,,10305,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,0750620,72.61,0,0,0,無,無,無,4800,66,,0.0,0
北區,房地(土地+建物),臺中市北區崇德路一段481~510號,21.55,商,,,10305,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),見其它登記事項,鋼筋混凝土造,0910422,25.97,0,0,0,無,無,無,38000,1463,,0.0,0
豐原區,土地,新東陽段61~90地號,50.0,住,,,10305,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,10000,200,,0.0,0
南區,房地(土地+建物),臺中市南區仁和路271~300號,18.37,住,,,10305,土地2建物1車位0,二層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0850202,184.79,2,0,2,有,有,有,18000,97,,0.0,0
南屯區,建物,臺中市南屯區大容西街1~30號,16.85,住,,,10304,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830202,143.08,4,2,2,有,有,無,17045,119,,0.0,0
西屯區,房地(土地+建物)+車位,臺中市西屯區大安街1~30號,18.15,住,,,10305,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830707,176.0,3,2,2,有,有,無,21250,121,坡道平面,0.0,0
南屯區,房地(土地+建物),臺中市南屯區南屯路二段1~30號,90.0,住,,,10304,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0690823,248.27,6,2,4,有,無,無,40000,161,,0.0,0
,車位,臺中市西屯區文心路三段1~30號,0.0,,,,10305,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,有,2300,,坡道平面,3.59,0
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,6.36,商,,,10305,土地1建物1車位0,十三層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,77.61000000000001,0,0,0,無,有,有,16000,206,,0.0,0
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,5.99,商,,,10304,土地1建物1車位0,二十六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,92.82,0,0,0,無,有,有,16000,172,,0.0,0
西屯區,車位,臺中市西屯區文心路三段1~30號,9.49,商,,,10305,土地0建物0車位1,,0,其他,住家用,鋼筋混凝土造,0980813,123.61,0,0,0,有,無,無,3300,,坡道平面,5.35,3300
北區,房地(土地+建物),臺中市北區進化北路301~330號,5.37,商,,,10304,土地2建物1車位0,十一層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,68.09,0,0,0,無,有,有,13500,198,,0.0,0
北屯區,房地(土地+建物),臺中市北屯區東山路一段331~360號,142.16,住,,,10305,土地1建物1車位0,見其它登記事項,1,店面(店鋪),見其它登記事項,見其它登記事項,1030411,69.94,0,0,0,無,無,無,50000,715,,0.0,0
北屯區,房地(土地+建物),臺中市北屯區東山路一段331~360號,152.81,住,,,10305,土地1建物1車位0,見其它登記事項,1,店面(店鋪),見其它登記事項,見其它登記事項,1030411,76.5,0,0,0,無,無,無,50000,654,,0.0,0
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段271~300號,11.3,商,,,10305,土地1建物1車位1,七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,127.1,2,1,2,有,有,有,23000,181,坡道機械,0.0,0
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,10.24,商,,,10305,土地1建物1車位0,十八層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,121.36,2,1,2,有,有,有,21000,173,,0.0,0
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北七路91~120號,16.33,其他,,,10304,土地1建物1車位1,十二層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970724,223.17,3,2,3,有,有,無,30500,137,坡道平面,23.14,0
北屯區,房地(土地+建物),臺中市北屯區松竹路二段160巷1~30號,24.74,住,,,10305,土地1建物1車位0,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831221,153.37,3,2,2,有,有,無,12200,80,,0.0,0
西區,房地(土地+建物),臺中市西區文化街121~150號,29.05,住,,,10305,土地2建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0770917,89.28,0,0,0,無,無,無,12500,140,,0.0,0
豐原區,房地(土地+建物),臺中市豐原區府前街93巷1~30號,23.0,商,,,10305,土地2建物1車位0,四層,4,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0991105,59.16,2,1,1,有,無,無,9000,152,,0.0,0
神岡區,房地(土地+建物),臺中市神岡區大社街61~90號,236.59,住,,,10305,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0711029,149.1,5,2,2,有,無,有,32000,215,,0.0,0
豐原區,建物,臺中市豐原區中正路361~390號,0.0,住,,,10304,土地0建物1車位0,一層,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0891204,311.35,0,0,0,無,無,無,75000,241,,0.0,0
北區,房地(土地+建物),臺中市北區漢口路四段1~30號,81.0,住,,,10203,土地3建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0770202,102.7,0,0,0,無,無,無,12000,117,,0.0,0
北屯區,房地(土地+建物),臺中市北屯區陳平路117巷31~60號,22.1,住,,,10305,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821008,126.95,4,2,2,有,有,有,16000,126,,0.0,0
