鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
內湖區,房地(土地+建物),臺北市內湖區民權東路六段123巷34弄1~30號,15.53,商,,,10305,土地1建物1車位0,五層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0970429,124.15,3,2,2,有,有,無,30000,242,,0.0,0
中山區,建物,臺北市中山區民權東路二段31~60號,0.0,商,,,10304,土地0建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020206,206.98,3,2,2,有,有,有,90000,435,坡道平面,43.83,0
中山區,建物,臺北市中山區中山北路二段151~180號,0.0,商,,,10304,土地0建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0951129,71.26,2,1,1,有,有,有,48000,674,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區文德路210巷30弄1~30號,32.88,商,,,10304,土地1建物1車位0,一層,7,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0810914,88.9,0,0,0,無,無,無,30000,337,,0.0,0
中山區,建物,臺北市中山區林森北路361~390號,0.0,商,,,10304,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,89.73,1,1,2,有,有,有,53000,591,,0.0,0
中山區,建物,臺北市中山區基湖路121~150號,0.0,住,,,10304,土地0建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981201,236.15,3,2,2,有,有,有,75000,318,升降機械,20.8,0
內湖區,建物,臺北市內湖區瑞光路391~420號,0.0,工,,,10304,土地0建物1車位0,四層,12,廠辦,工業用,見其他登記事項,0951128,484.26,0,0,0,無,有,無,175000,361,,0.0,0
中山區,建物,臺北市中山區興安街91~120號,18.5,住,,,10304,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0750609,98.45,2,2,1,有,有,有,25000,254,,0.0,0
中山區,建物,臺北市中山區撫順街1~30號,0.0,商,,,10304,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000630,63.449999999999996,1,1,1,有,有,有,35000,552,,0.0,0
中山區,建物,臺北市中山區新生北路三段1~30號,0.0,住,,,10305,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0950209,60.53,2,1,1,有,有,有,40000,661,,0.0,0
中山區,建物,臺北市中山區撫順街1~30號,0.0,商,,,10304,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931203,131.56,2,2,2,有,有,有,50000,380,,0.0,0
中山區,建物,臺北市中山區中山北路二段151~180號,0.0,商,,,10304,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0951129,100.44,3,2,1,有,有,有,43000,428,,0.0,0
中山區,建物,臺北市中山區復興北路391~420號,0.0,商,,,10304,土地0建物1車位0,十六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751125,123.77,1,2,2,有,有,有,40000,323,,0.0,0
中山區,建物,臺北市中山區松江路31~60號,0.0,商,,,10304,土地0建物1車位1,九層,11,辦公商業大樓,住家用,鋼筋混凝土造,0780406,197.48,3,1,1,有,有,無,50000,253,坡道平面,51.2,0
中山區,建物,臺北市中山區撫順街31~60號,0.0,商,,,10304,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),,鋼筋混凝土造,0651108,35.98,1,1,1,有,有,無,11000,306,,0.0,0
中山區,建物,臺北市中山區建國北路二段116巷1~30號,0.0,住,,,10304,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730716,134.08,3,1,1,有,有,無,55000,410,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區成功路四段151~180號,5.67,住,,,10304,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840209,53.44,3,2,2,有,無,有,21000,393,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路一段241~270號,53.95,住,,,10304,土地1建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940715,156.66,3,2,2,有,有,無,36000,271,坡道平面,35.0,0
中山區,房地(土地+建物),臺北市中山區建國北路二段3巷31~60號,87.0,住,,,10304,土地1建物1車位0,全,2,透天厝,,加強磚造,,119.12,0,0,0,無,無,無,50000,420,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區成功路二段250巷1~30號,18.9,住,,,10304,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670725,88.41,3,2,2,有,無,無,20000,226,,0.0,0
內湖區,建物,臺北市內湖區內湖路三段1~30號,0.0,商,,,10304,土地0建物1車位0,三層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0840125,48.2,1,1,1,有,有,有,13500,280,,0.0,0
中山區,建物,臺北市中山區龍江路243巷1~30號,0.0,住,,,10305,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610615,73.29,2,1,1,有,無,無,10000,136,,0.0,0
中山區,建物,臺北市中山區復興北路190巷1~30號,0.0,,,,10305,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0750609,70.69,3,2,2,有,無,有,38000,538,,0.0,0
中山區,建物,臺北市中山區雙城街19巷1~30號,0.0,商,,,10304,土地0建物1車位0,見其他登記事項,14,店面(店鋪),商業用,鋼筋混凝土造,0970312,302.08,0,0,0,無,有,有,159000,526,,0.0,0
中山區,建物,臺北市中山區民權東路一段31~60號,0.0,商,,,10305,土地0建物1車位0,七層,10,辦公商業大樓,商業用,鋼筋混凝土造,0890630,168.56,3,0,0,有,有,無,80000,475,升降機械,0.0,0
內湖區,房地(土地+建物),臺北市內湖區內湖路一段323巷4弄1~30號,8.26,住,,,10305,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670420,23.14,1,0,1,有,無,有,12000,519,,0.0,0
中山區,建物,臺北市中山區伊通街十樓之號,0.0,住,,,10304,土地0建物1車位0,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851004,199.70000000000002,3,2,2,有,有,有,50000,250,,0.0,0
內湖區,建物,臺北市內湖區內湖路一段47巷6弄1~30號,0.0,住,,,10304,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760929,124.72,4,2,2,有,有,有,35000,281,,0.0,0
中山區,建物,臺北市中山區雙城街31~60號,0.0,商,,,10304,土地0建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910325,217.35999999999999,4,2,2,有,有,有,58000,267,坡道機械,23.59,0
中山區,建物,臺北市中山區復興北路190巷1~30號,0.0,住,,,10304,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0750609,92.80000000000001,2,2,2,有,有,有,36000,388,,0.0,0
信義區,建物,臺北市信義區忠孝東路四段553巷22弄1~30號,0.0,住,,,10304,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,,191.07999999999998,0,0,0,無,無,無,120000,628,,0.0,0
信義區,房地(土地+建物),臺北市信義區基隆路一段421~450號,20.2,商,,,10304,土地2建物1車位0,十一層,15,辦公商業大樓,住家用,鋼筋混凝土造,,124.8,0,0,0,無,無,無,50000,401,,0.0,0
松山區,房地(土地+建物),臺北市松山區市民大道四段1~30號,13.77,住,,,10304,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661231,73.5,0,0,0,無,無,無,115000,1565,,0.0,0
南港區,建物,臺北市南港區昆陽街142巷31~60號,0.0,住,,,10304,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641028,82.37,3,2,1,有,無,有,19000,231,,0.0,0
信義區,房地(土地+建物),臺北市信義區基隆路一段181~210號,14.24,住,,,10304,土地2建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.57,3,2,2,有,有,有,39773,327,,0.0,0
信義區,建物,臺北市信義區基隆路一段331~360號,0.0,其他,,,10304,土地0建物0車位0,三十二層,36,辦公商業大樓,見使用執照,鋼筋混凝土造,0770329,194.73,6,1,0,有,有,無,176760,908,,0.0,0
松山區,建物,臺北市松山區南京東路五段151~180號,0.0,其他,,,10304,土地0建物1車位1,六層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0991112,248.41,4,2,2,有,有,有,80000,322,坡道平面,35.56,0
信義區,建物,臺北市信義區仁愛路四段481~510號,0.0,住,,,10304,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731029,112.27,1,1,1,有,有,有,38000,338,,0.0,0
信義區,建物,臺北市信義區莊敬路331~360號,0.0,商,,,10304,土地0建物1車位0,見其他登記事項,7,店面(店鋪),住家用,鋼筋混凝土造,,95.5,0,0,0,無,有,無,62500,654,,0.0,0
信義區,建物,臺北市信義區莊敬路331~360號,0.0,商,,,10304,土地0建物1車位0,見其他登記事項,7,店面(店鋪),見使用執照,鋼筋混凝土造,0701221,97.03,0,0,0,無,有,無,62500,644,,0.0,0
中正區,建物,臺北市中正區重慶南路一段61~90號,0.0,商,,,10304,土地0建物1車位0,十一層,11,辦公商業大樓,商業用,鋼筋混凝土造,0640730,41.92,0,0,0,無,有,無,33600,802,,0.0,0
大同區,建物,臺北市大同區延平北路一段31~60號,24.47,商,,,10304,土地0建物1車位0,八層,15,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1010606,256.76,0,0,0,無,有,無,58000,226,,0.0,0
士林區,房地(土地+建物),臺北市士林區雨農路2巷1~30號,34.75,住,,,10304,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680919,106.37,3,2,2,有,無,無,23000,216,,0.0,0
中正區,建物,臺北市中正區羅斯福路四段121~150號,0.0,商,,,10304,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,加強磚造,,84.92,0,0,0,無,無,無,120000,1413,,0.0,0
北投區,建物,臺北市北投區中和街20巷1~30號,0.0,其他,,,10304,土地0建物1車位0,三層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0950626,70.21,3,2,1,有,有,有,22000,313,,0.0,0
大安區,建物,臺北市大安區青田街6巷1~30號,0.0,,,,10304,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980828,70.15,3,2,2,有,無,有,70000,998,,0.0,0
大安區,建物,臺北市大安區忠孝東路四段151~180號,0.0,商,,,10304,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.44,2,2,1,有,有,無,36000,471,,0.0,0
大安區,建物,臺北市大安區青田街12巷1~30號,0.0,住,,,10304,土地0建物1車位1,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0951107,237.83999999999997,4,2,2,有,有,有,80000,336,坡道機械,51.71,0
大安區,建物,臺北市大安區泰順街31~60號,0.0,住,,,10304,土地0建物1車位0,一層,5,店面(店鋪),住家用,鋼筋混凝土造,,100.8,0,0,0,無,無,有,80000,794,,0.0,0
大安區,建物,臺北市大安區忠孝東路四段216巷32弄1~30號,0.0,住,,,10304,土地0建物1車位0,二層,7,辦公商業大樓,住家用,鋼筋混凝土造,,158.44,0,1,1,有,有,有,100000,631,,0.0,0
大安區,建物,臺北市大安區和平東路一段61~90號,0.0,商,,,10304,土地0建物1車位0,四層,19,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0790307,54.49,3,1,1,有,無,有,29000,532,,0.0,0
大安區,房地(土地+建物),臺北市大安區和平東路二段118巷52弄1~30號,31.0,住,,,10304,土地2建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,81.62,3,2,1,有,無,無,34000,417,,0.0,0
大安區,建物,臺北市大安區信義路四段265巷31~60號,0.0,住,,,10304,土地0建物1車位0,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910305,282.44,5,2,3,有,有,有,70000,248,,0.0,0
北投區,建物,臺北市北投區天母西路117巷1~30號,0.0,住,,,10305,土地0建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810116,179.85,3,1,1,有,有,有,50000,278,,0.0,0
信義區,建物,臺北市信義區虎林街141巷1~30號,0.0,住,,,10305,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600726,56.94,0,0,0,無,無,無,20000,351,,0.0,0
信義區,建物,臺北市信義區虎林街141巷1~30號,0.0,住,,,10305,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600726,56.94,0,0,0,無,無,無,20000,351,,0.0,0
南港區,房地(土地+建物),臺北市南港區經貿二路255巷1~30號,32.91,住,,,10304,土地1建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991201,112.37,2,2,2,有,有,有,32000,285,,0.0,0
松山區,建物,臺北市松山區復興北路151~180號,0.0,商,,,10304,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,77.87,1,1,1,有,有,有,29000,372,,0.0,0
松山區,建物,臺北市松山區敦化北路151~180號,0.0,其他,,,10304,土地0建物0車位0,五層,19,辦公商業大樓,商業用,鋼骨混凝土造,0781125,199.33999999999997,4,0,0,有,有,無,145625,731,,0.0,0
內湖區,建物,臺北市內湖區陽光街345巷1~30號,0.0,工,,,10305,土地0建物1車位0,四層,9,廠辦,工業用,鋼筋混凝土造,0901212,224.79,3,0,0,有,有,有,71400,318,,0.0,0
中山區,房地(土地+建物),臺北市中山區北安路601~630號,4.94,住,,,10304,土地1建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661104,34.05,1,1,1,有,無,無,15000,441,,0.0,0
中山區,房地(土地+建物),臺北市中山區北安路811~840號,5.55,住,,,10304,土地1建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991224,43.79,1,1,1,有,有,有,25500,582,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區民權東路六段280巷69弄31~60號,35.03,住,,,10304,土地1建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861216,81.23,3,2,2,有,無,無,25000,308,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區洲子街61~90號,440.53,工,,,10304,土地1建物1車位0,七層,11,廠辦,見其他登記事項,鋼筋混凝土造,0990416,440.53,0,0,0,無,有,無,179101,407,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區瑞光358巷30弄1~30號,284.89,工,,,10304,土地1建物1車位0,六層,7,廠辦,工業用,鋼筋混凝土造,0890201,284.89,0,0,0,無,有,有,109500,384,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區港墘路221巷31~60號,95.87,工,,,10304,土地1建物1車位0,七層,9,廠辦,見使用執照,鋼筋混凝土造,0901029,95.87,0,0,0,無,有,無,26100,272,,0.0,0
中山區,建物,臺北市中山區建國北路二段211~240號,0.0,住,,,10304,土地0建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990924,153.52,4,2,2,有,有,有,55000,358,,0.0,0
中山區,建物,臺北市中山區林森北路361~390號,0.0,商,,,10304,土地0建物1車位0,八層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980916,80.91,2,2,1,有,有,有,50000,618,,0.0,0
內湖區,建物,臺北市內湖區民權東路六段280巷69弄31~60號,0.0,住,,,10305,土地0建物1車位0,一層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870122,127.09,3,2,1,有,有,有,40000,315,,0.0,0
內湖區,建物,臺北市內湖區瑞光路478巷18弄31~60號,1910.66,工,,,10305,土地0建物0車位1,二層,8,廠辦,工業用,鋼筋混凝土造,0880918,115.7,0,0,0,無,有,有,50000,0,坡道平面,36.89,0
內湖區,建物,臺北市內湖區新豐街31~60號,0.0,住,,,10304,土地0建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990505,273.08000000000004,3,2,3,有,有,有,60000,220,坡道平面,28.29,0
中山區,建物,臺北市中山區民權東路二段121~150號,0.0,商,,,10305,土地0建物1車位0,九層,12,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710624,59.57,2,1,1,有,有,有,28000,470,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路478巷18弄1~30號,1910.66,工,,,10205,土地1建物4車位4,六層,8,廠辦,工業用,鋼筋混凝土造,0880918,1146.1100000000001,0,0,0,無,有,無,356700,311,坡道平面,295.16,0
中山區,建物,臺北市中山區林森北路301~330號,0.0,商,,,10304,土地0建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990409,76.7,1,1,1,有,有,有,38889,507,,0.0,0
中山區,建物,臺北市中山區中山北路一段121巷31~60號,0.0,商,,,10304,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,117.19999999999999,2,1,1,有,有,有,57000,486,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區港墘路155巷1~30號,26.93,住,,,10305,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690912,90.17,3,2,1,有,無,無,20000,222,,0.0,0
內湖區,房地(土地+建物),臺北市內湖區成功路四段31~60號,15.43,商,,,10305,土地1建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0721024,113.33,0,0,0,無,有,無,36000,318,,0.0,0
中山區,建物,臺北市中山區中山北路二段115巷1~30號,0.0,商,,,10305,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0991110,158.05,2,2,2,有,有,有,50000,316,,0.0,0
中山區,建物,臺北市中山區雙城街19巷1~30號,0.0,商,,,10304,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970312,67.99,2,2,1,有,無,無,37000,544,,0.0,0
中山區,房地(土地+建物),臺北市中山區北安路811~840號,5.27,住,,,10304,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991224,46.97,1,1,1,有,無,有,23000,490,,0.0,0
中山區,建物,臺北市中山區林森北路61~90號,0.0,商,,,10304,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961106,206.91000000000003,3,2,2,有,有,有,63000,304,,0.0,0
中山區,建物,臺北市中山區林森北路361~390號,0.0,商,,,10304,土地0建物1車位0,九層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980916,62.089999999999996,1,1,1,有,有,有,44000,709,,0.0,0
松山區,建物,臺北市松山區八德路二段331~360號,0.0,商,,,10304,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,49.01,1,2,1,有,有,有,30570,624,,0.0,0
信義區,建物,臺北市信義區基隆路一段121~150號,0.0,商,,,10304,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0950802,53.72,2,1,1,有,有,有,35796,666,,0.0,0
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,10304,土地0建物1車位0,七層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,90.25999999999999,2,2,1,有,有,有,65000,720,,0.0,0
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,10304,土地0建物1車位0,十三層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,83.04,2,2,1,有,有,有,60000,723,,0.0,0
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,10304,土地0建物1車位0,九層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,72.24000000000001,2,2,1,有,有,有,45000,623,,0.0,0
大安區,建物,臺北市大安區新生南路一段165巷1~30號,0.0,住,,,10304,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,,96.71,1,1,1,有,無,無,45454,470,,0.0,0
大安區,建物,臺北市大安區忠孝東路三段276巷1~30號,0.0,住,,,10304,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0710313,65.47,0,0,0,無,無,無,45000,687,,0.0,0
大安區,建物,臺北市大安區新生南路一段165巷1~30號,0.0,商,,,10304,土地0建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.27000000000001,3,2,2,有,無,有,42000,415,,0.0,0
大安區,建物,臺北市大安區泰順街40巷1~30號,0.0,住,,,10305,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,53.52,0,0,0,無,無,無,40000,747,,0.0,0
大安區,建物,臺北市大安區建國南路一段307巷1~30號,0.0,其他,,,10305,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760226,105.51,3,2,3,有,有,有,50000,474,,0.0,0
大安區,建物,臺北市大安區敦化南路二段31~60號,0.0,其他,,,10304,土地0建物1車位0,二層,21,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710113,104.95,3,0,2,有,有,無,46000,438,,0.0,0
大安區,建物,臺北市大安區忠孝東路四段211~240號,0.0,商,,,10304,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,283.12,5,0,2,有,有,無,105000,371,,0.0,0
大安區,建物,臺北市大安區忠孝東路四段181~210號,0.0,商,,,10304,土地0建物1車位0,地下一層,14,店面(店鋪),商業用,鋼筋混凝土造,0760730,1490.28,0,0,0,無,有,無,2205000,1480,,0.0,0
大安區,建物,臺北市大安區仁愛路四段345巷2弄1~30號,0.0,住,,,10304,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,141.87,1,1,1,有,無,有,51000,359,,0.0,0
大安區,房地(土地+建物),臺北市大安區羅斯福路三段301~330號,0.0,商,,,10304,土地0建物3車位0,一層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020103,652.25,0,0,0,有,有,無,856200,1313,,0.0,0
大安區,房地(土地+建物),臺北市大安區羅斯福路三段二樓之1及1~30號,0.0,商,,,10304,土地0建物2車位0,二層,19,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020103,524.85,0,0,0,無,有,無,343800,655,,0.0,0
中山區,建物,臺北市中山區復興北路61~90號,0.0,商,,,10305,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0700320,172.36,0,0,0,無,有,無,53000,307,,0.0,0
大同區,建物,臺北市大同區華陰街91~120號,0.0,商,,,10304,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1001205,89.67,0,0,0,無,有,有,39000,435,,0.0,0
大安區,建物,臺北市大安區仁愛路四段408巷1~30號,14.11,商,,,10305,土地0建物1車位0,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970701,73.49,1,1,1,有,有,有,56000,762,,0.0,0
士林區,建物,臺北市士林區天母東路22巷1~30號,23.28,商,,,10304,土地0建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670203,203.33,4,2,2,有,有,有,57000,280,,0.0,0
中山區,建物,臺北市中山區新生北路二段68巷1~30號,6.92,商,,,10305,土地0建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971229,82.48,1,1,1,有,有,有,38758,470,,0.0,0
內湖區,房地(土地+建物)+車位,臺北市內湖區環山路一段1~30號,46.51,住,,,10304,土地1建物1車位2,九層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0981007,276.15,4,2,2,有,有,有,120000,435,坡道平面,28.3,0
中山區,建物,臺北市中山區中山北路二段93巷1~30號,0.0,商,,,10304,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0940803,56.83,2,2,2,有,有,有,35000,616,,0.0,0
中山區,建物,臺北市中山區長安東路二段151~180號,0.0,商,,,10304,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010409,52.49,1,2,1,有,有,有,39000,743,,0.0,0
內湖區,建物,臺北市內湖區內湖路三段211~240號,0.0,住,,,10304,土地0建物1車位0,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020731,102.09,2,1,1,有,有,有,45000,441,,0.0,0
內湖區,建物,臺北市內湖區基湖路10巷31~60號,0.0,工,,,10305,土地0建物1車位0,二層,8,廠辦,見其他登記事項,鋼筋混凝土造,0980501,546.04,0,0,0,無,有,無,198216,363,,0.0,0
內湖區,建物,臺北市內湖區民權東路六段181~210號,0.0,住,,,10305,土地0建物1車位0,一層,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0990428,250.01999999999998,0,0,0,無,無,無,80000,320,,0.0,0
中正區,建物,臺北市中正區開封街一段1~30號,0.0,商,,,10305,土地0建物1車位0,全,5,透天厝,,鋼筋混凝土造,,112.04,0,0,0,無,無,無,76000,678,,0.0,0
中正區,建物,臺北市中正區忠孝東路一段31~60號,0.0,商,,,10305,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950926,86.97999999999999,1,1,1,有,有,有,63000,724,,0.0,0
士林區,建物,臺北市士林區中山北路六段157巷1~30號,0.0,工,,,10304,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0971002,101.15,2,2,2,有,有,有,55000,544,,0.0,0
大安區,建物,臺北市大安區通化街171巷31~60號,0.0,商,,,10305,土地0建物1車位0,一層,17,店面(店鋪),商業用,鋼筋混凝土造,0780524,121.59,0,0,0,無,有,無,50000,411,,0.0,0
文山區,建物,臺北市文山區興隆路一段61~90號,0.0,住,,,10212,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,96.09,3,2,1,有,無,有,18000,187,,0.0,0
文山區,建物,臺北市文山區木新路三段241~270號,0.0,,,,10304,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750304,99.01,3,2,1,有,無,有,14000,141,,0.0,0
文山區,建物,臺北市文山區政大三街31~60號,0.0,住,,,10305,土地0建物1車位1,四層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0950724,90.05,2,1,1,有,有,有,16000,178,坡道平面,32.44,0
士林區,建物,臺北市士林區天母東路31~60號,160.95,住,,,10304,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0751017,160.95,3,2,2,有,有,有,65000,404,,0.0,0
士林區,建物,臺北市士林區後港街1~30號,0.0,住,,,10304,土地0建物1車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土造,0611005,124.2,1,1,2,有,無,無,50000,403,,0.0,0
