鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
光復鄉,土地,馬佛段751~780地號,5000.0,,山坡地保育區,農牧用地,10304,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,800,,0.0,0
豐濱鄉,土地,豐義段601~630地號,78.06,住,,,10303,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,314000,4023,,0.0,0
光復鄉,土地,大豐段331~360地號,10282.49,,一般農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6200000,603,,0.0,0
鳳林鎮,土地,鳳信段91~120地號,5022.21,,特定農業區,農牧用地,10304,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8800000,1752,,0.0,0
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉慶街1~30號,101.0,住,,,10304,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1010102,190.12,3,2,3,有,無,10000000,52598,,0.0,0
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南海四街163巷1~30號,193.0,,特定農業區,甲種建築用地,10303,土地1建物1車位0,全,002,透天厝,住家用,鋼筋混凝土加強磚造,0700226,144.19,4,2,2,有,無,4968000,34455,,0.0,0
新城鄉,土地,興田段91~120地號,741.2,農,,,10304,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1955040,2638,,0.0,0
花蓮市,房地(土地+建物),花蓮縣花蓮巿國盛一街151~180號,14.69,商,,,10304,土地1建物1車位0,三層,007,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0740720,107.19999999999999,3,2,2,有,無,3000000,27985,,0.0,0
吉安鄉,房地(土地+建物),花蓮縣吉安鄉慶豐十街126巷1~30號,153.0,住,,,10304,土地1建物1車位0,全,001,透天厝,住家用,鋼筋混凝土加強磚造,,80.55,3,2,2,有,無,5580000,69274,,0.0,0
新城鄉,房地(土地+建物),花蓮縣新城鄉福德路1~30號,85.0,住,,,10212,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,0890927,233.66,4,2,3,有,無,5320000,22768,,0.0,0
壽豐鄉,土地,池南段571~600地號,663.21,其他,,,10303,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3600000,5428,,0.0,0
花蓮市,房地(土地+建物),花蓮縣花蓮巿中美十三街61~90號,14.67,住,,,10304,土地1建物1車位0,四層，夾層,005,華廈(10層含以下有電梯),住家用,見其他登記事項,0851012,57.08,1,1,1,有,有,1380000,24177,,0.0,0
花蓮市,房地(土地+建物),花蓮縣吉安鄉莊敬路61~90號,40.83,住,,,10304,土地1建物1車位0,全,004,透天厝,國民住宅,鋼筋混凝土造,0720910,96.07,4,0,4,有,無,3150000,32789,,0.0,0
花蓮市,房地(土地+建物),花蓮縣花蓮巿府前路502巷1~30號,24.83,住,,,10304,土地1建物1車位0,地下層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740122,104.59,2,1,2,有,無,2380000,22756,,0.0,0
吉安鄉,房地(土地+建物),花蓮縣吉安鄉稻康街1~30號,120.0,住,,,10304,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1020506,199.14,4,2,2,有,無,9500000,47705,,0.0,0
吉安鄉,土地,南埔段3091~3120地號,3153.0,,特定農業區,農牧用地,10303,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24798000,7865,,0.0,0
吉安鄉,房地(土地+建物),花蓮縣吉安鄉昌隆七街1~30號,139.89,住,,,10303,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,0800528,160.84,4,2,2,有,無,2750000,17098,,0.0,0
吉安鄉,房地(土地+建物),花蓮縣吉安鄉建國路二段41巷1~30號,202.0,農,,,10303,土地1建物1車位0,全,003,透天厝,住家用,鋼筋混凝土造,1000414,237.3,4,2,5,有,無,15500000,65318,,0.0,0
吉安鄉,土地,光學段481~510地號,952.03,,一般農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,4202,,0.0,0
