鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
竹北市,房地(土地+建物),新竹縣竹北市斗崙里縣政八街29巷31~60號,3.4,住,,,10304,土地1建物1車位0,六層,010,套房(1房1廳1衛),住家用,鋼筋混凝土造,0931123,28.400000000000002,1,1,1,有,有,1400000,49296,,0.0,0
竹北市,房地(土地+建物)+車位,新竹縣竹北市縣政二路南段121~150號,45.2,住,,,10303,土地1建物1車位2,四層,024,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020516,276.42999999999995,4,2,3,有,有,17380000,69361,坡道平面,61.9,2500000
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘口六街121~150號,27.47,住,,,10303,土地1建物1車位1,八層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991231,174.54,3,2,2,有,有,9900000,56721,坡道平面,12.02,0
竹北市,房地(土地+建物)+車位,新竹縣竹北市復興三路一段181~210號,47.35,住,,,10303,土地1建物1車位4,九層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001129,307.2,4,2,2,有,有,20650000,67220,坡道機械,0.0,0
竹北市,房地(土地+建物)+車位,新竹縣竹北市嘉豐六路二段61~90號,50.71,住,,,10303,土地1建物1車位2,七層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020425,281.73,3,2,2,有,有,17000000,60341,坡道平面,67.7,0
竹北市,車位,新竹縣竹北市臺科路31~60號,0.23,住,,,10304,土地0建物0車位1,一層,011,其他,見其他登記事項,鋼筋混凝土造,1001013,21.080000000000002,0,0,0,有,有,650000,,坡道平面,0.0,0
竹北市,房地(土地+建物)+車位,新竹縣竹北市臺科路61~90號,42.31,住,,,10304,土地1建物2車位2,十一層，夾層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001013,257.6,4,2,3,有,有,13500000,52405,坡道平面,0.0,0
竹北市,房地(土地+建物),新竹縣竹北市光明五街331~360號,4.89,商,,,10304,土地1建物1車位0,四層,009,套房(1房1廳1衛),商業用,鋼筋混凝土造,0920912,30.74,1,1,1,有,有,1500000,48796,,0.0,0
竹北市,車位,新竹縣竹北市中華路408巷6661~90號,0.0,,,,10303,土地0建物0車位1,,,其他,,,,8.25,0,0,0,有,有,600000,,坡道機械,0.0,0
竹北市,房地(土地+建物)+車位,新竹縣竹北市新泰路91~120號,12.31,住,,,10303,土地1建物1車位1,六層,010,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1000902,100.05,3,1,3,有,有,7000000,69965,坡道機械,0.0,0
竹北市,房地(土地+建物)+車位,新竹縣竹北市光明九路1~30號,8.54,住,,,10304,土地1建物2車位1,十層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941107,73.87,2,1,1,有,有,5000000,67686,升降機械,0.0,0
竹北市,房地(土地+建物),新竹縣竹北市縣政一街31~60號,141.35,住,,,10304,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,0820517,406.83,6,5,4,有,無,19800000,48669,,0.0,0
竹北市,土地,大學段181~210地號,517.8,住,,,10304,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,110000000,212437,,0.0,0
芎林鄉,土地,上山段31~60地號,236.0,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3712000,15729,,0.0,0
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮自由街120巷1~30號,18.45,住,,,10304,土地1建物1車位1,十層,011,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851224,109.83000000000001,3,2,2,有,有,4080000,37148,坡道平面,0.0,0
竹東鎮,房地(土地+建物),新竹縣竹東鎮自強路1~30號,17.14,住,,,10304,土地1建物3車位0,四層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870929,99.24000000000001,3,2,2,有,有,3500000,35268,,0.0,0
尖石鄉,土地,田埔段721~750地號,3900.0,,山坡地保育區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,284700,73,,0.0,0
寶山鄉,土地,寶斗仁段深井小段181~210地號,683.0,,山坡地保育區,林業用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,1,有,無,1000000,1464,,0.0,0
竹東鎮,土地,五豐段301~330地號,6188.0,,山坡地保育區,農牧用地,10305,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5259800,850,,0.0,0
竹東鎮,房地(土地+建物),新竹縣竹東鎮惠昌街31~60號,106.11,住,,,10304,土地2建物1車位0,全,004,透天厝,見其他登記事項,鋼筋混凝土造,1020812,291.6,3,2,4,有,無,18200000,62414,,0.0,0
竹東鎮,土地,燥樹排段31~60地號,2516.0,,山坡地保育區,農牧用地,10304,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6088720,2420,,0.0,0
竹東鎮,土地,燥樹排段31~60地號,579.0,,山坡地保育區,農牧用地,10304,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1401180,2420,,0.0,0
湖口鄉,土地,成功段151~180地號,3970.54,住,,,10304,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,101970000,25682,,0.0,0
湖口鄉,土地,成功段151~180地號,8661.01,住,,,10304,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,250430000,28915,,0.0,0
湖口鄉,土地,成功段151~180地號,2797.62,住,,,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,105600000,37746,,0.0,0
