鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
南投市,土地,新�帕q901~930地號,2003.0,農,,,10304,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24236000,12100,,0.0,0
名間鄉,房地(土地+建物),南投縣名間鄉大埔巷31~60號,29.01,,一般農業區,甲種建築用地,10304,土地1建物1車位0,二層,003,套房(1房1廳1衛),住家用,見其他登記事項,0980121,44.769999999999996,1,0,1,有,無,1300000,29037,,0.0,0
南投市,房地(土地+建物),南投縣南投巿華陽路391巷1~30號,86.0,住,,,10110,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,1021127,176.12,4,3,4,有,無,7560000,42925,,0.0,0
南投市,房地(土地+建物),南投縣南投巿華陽路391巷1~30號,81.0,住,,,10112,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,1021127,163.64,4,3,3,有,無,7100000,43388,,0.0,0
南投市,土地,永興段661~690地號,307.16,住,,,10304,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,750000,2442,,0.0,0
南投市,房地(土地+建物),南投縣南投巿華陽路391巷1~30號,88.0,住,,,10110,土地1建物1車位0,全,004,透天厝,住家用,鋼筋混凝土造,1021127,188.52,4,3,4,有,無,7680000,40738,,0.0,0
草屯鎮,房地(土地+建物),南投縣草屯鎮富林路一段243巷1~30號,139.47,住,,,10303,土地1建物1車位0,全,002,透天厝,住家用,鋼筋混凝土造,0781005,130.6,5,3,2,有,無,5500000,42113,,0.0,0
草屯鎮,房地(土地+建物),南投縣草屯鎮博愛路421~450號,19.28,住,,,10304,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840912,103.04,3,2,2,有,無,2200000,21351,,0.0,0
草屯鎮,土地,青宅段811~840地號,1305.44,,特定農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11050000,8465,,0.0,0
名間鄉,土地,南松嶺段1231~1260地號,1237.98,,一般農業區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1178000,952,,0.0,0
南投市,房地(土地+建物),南投縣南投巿營盤路115巷1~30號,187.94,,鄉村區,乙種建築用地,10303,土地1建物1車位0,全,002,透天厝,住家用,加強磚造,0801105,176.0,8,3,2,有,無,3350000,19034,,0.0,0
草屯鎮,房地(土地+建物),南投縣草屯鎮正言街17巷34弄1~30號,32.0,住,,,10304,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800930,137.54000000000002,3,2,2,有,無,2200000,15995,,0.0,0
草屯鎮,土地,新南坪段1141~1170地號,37349.92,,山坡地保育區,農牧用地,10304,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18310000,490,,0.0,0
草屯鎮,土地,新南坪段1141~1170地號,12146.46,,山坡地保育區,農牧用地,10304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5880000,484,,0.0,0
草屯鎮,土地,雙冬段雙冬小段1~30地號,716.41,,鄉村區,乙種建築用地,10304,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,120000,168,,0.0,0
