鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
新莊區,房地(土地+建物)+車位,新北市新莊區思源路230巷31~60號,36.0,住,,,10304,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010118,250.38,4,2,2,有,有,有,30000,120,坡道平面,17.08,0
淡水區,房地(土地+建物),新北市淡水區北新路141巷60弄1~30號,17.82,住,,,10305,土地1建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830809,106.85,4,1,2,有,有,有,15000,140,,0.0,0
板橋區,房地(土地+建物),新北市板橋區中山路一段151~180號,6.66,其他,,,10304,土地1建物3車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980427,44.44,1,1,1,有,有,有,25000,563,,0.0,0
板橋區,房地(土地+建物),新北市板橋區新府路91~120號,5.59,其他,,,10304,土地1建物1車位0,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971119,79.29,2,2,1,有,有,有,30000,378,,0.0,0
板橋區,房地(土地+建物),新北市板橋區中正路250巷61~90號,18.25,住,,,10305,土地2建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670914,63.98,3,2,2,有,無,有,16000,250,,0.0,0
中和區,房地(土地+建物),新北市中和區民生街85巷1弄1~30號,22.57,住,,,10304,土地1建物1車位0,一層,5,店面(店鋪),住家用,鋼筋混凝土造,0670904,90.55,1,1,1,有,無,有,45000,497,,0.0,0
新莊區,建物,新北市新莊區中華路一段91~120號,10.96,住,,,10305,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860529,74.49,3,2,1,有,無,無,20000,268,,0.0,0
新莊區,房地(土地+建物),新北市新莊區復興路三段31~60號,16.07,工,,,10304,土地1建物1車位0,全,2,透天厝,工業用,鋼筋混凝土造,0751121,158.11,0,0,0,無,無,無,23000,145,,0.0,0
新莊區,房地(土地+建物)+車位,新北市新莊區新北大道四段181~210號,26.8,商,,,10304,土地1建物1車位2,十一層,19,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1020924,210.05,0,0,0,無,有,無,51136,243,坡道平面,23.36,0
新莊區,建物,新北市新莊區中正路571~600號,149.59,工,,,10305,土地0建物1車位0,全,3,透天厝,見其他登記事項,加強磚造,0580712,97.35,0,0,0,無,無,無,38760,398,,0.0,0
新店區,建物,新北市新店區北新路二段241~270號,0.0,商,,,10305,土地0建物1車位0,二層,36,辦公商業大樓,商業用,見其他登記事項,0850711,675.5,0,0,0,無,無,無,240000,355,,0.0,0
新店區,建物,新北市新店區北新路三段211~240號,0.0,住,,,10304,土地0建物1車位0,一層,1,店面(店鋪),住家用,加強磚造,,95.97,0,0,0,無,無,無,115000,1198,,0.0,0
淡水區,房地(土地+建物),新北市淡水區中正路11巷1~30號,23.7,商,,,10305,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,76.15,1,1,1,有,無,無,7000,92,,0.0,0
新店區,房地(土地+建物),新北市新店區安康路二段1~30號,5401.01,住,,,10303,土地1建物1車位0,一層,1,工廠,工業用,鋼筋混凝土造,0670328,761.4,0,0,0,無,無,無,100000,,,0.0,0
