鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元
南投市,房地(土地+建物),南投縣南投巿大庄路151巷118弄1~30號,14.84,住,,,10305,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0940728,71.63,3,2,2,有,無,無,4500,63,,0.0,0
南投市,房地(土地+建物)+車位,南投縣南投巿芳美路399巷1~30號,101.0,住,,,10204,土地1建物1車位1,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0770917,97.0,4,2,2,有,無,有,9000,93,一樓平面,0.0,0
